Sample ID	AF Z	X intensity	Y intensity	Z intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Declination: Unrotated	Inclination: Unrotated	Intensity	X corr	Y corr	Z corr	X std dev	Y std dev	Z std dev	Sample Timestamp	Declination: Sample Rotated	Inclination: Sample Rotated	X drift	Y drift	Z drift	X bkg #1	X bkg #2	Y bkg #1	Y bkg #2	Z bkg #1	Z bkg #2	Data type	Leader length	Trailer length	Volume	Temp C	Treatment Type	Position	Run #	Offline Comment	ARM Gauss	ARM axis	IRM Gauss	Depth	Sample Timestamp	Meas. type	Tray Timestamp	Drift corrected	Tray corrected	AF X	AF Y	X intensity	X meter	X mean	X corr	X std dev	Y intensity	Y meter	Y mean	Y corr	Y std dev	Z intensity	Z meter	Z mean	Z corr	Z std dev	# MM averaged	X drift	Y drift	Z drift
Z34A1	500	-1.2148E-6	-7.9130E-7	-1.1097E-8	0.00	90.00	0.00	0.00	213.08	-0.44	1.4498E-6	-1.2148E-5	-7.9130E-6	-1.1097E-7	8.0241E-8	5.5245E-8	5.3976E-9	02/28/23 1435	213.08	-0.44	-3.9498E-10	4.5178E-10	3.5925E-8	1.5174E-6	1.5168E-6	-7.5335E-7	-7.5267E-7	3.8105E-6	3.8649E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183462	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	-1.2148E-6	-4.4398E-1	-1.2140E-5	-1.2148E-5	8.0241E-8	-7.9130E-7	-3.7984E-1	-7.9080E-6	-7.9130E-6	5.5245E-8	-1.1097E-8	2.2340E-1	-9.7153E-8	-1.1097E-7	5.3976E-9	6	-3.9498E-10	4.5178E-10	3.5925E-8
Z6-Ps-0,5m1	600	-1.4651E-6	6.5370E-7	2.7692E-6	0.00	90.00	0.00	0.00	155.95	59.91	3.2003E-6	-1.1721E-5	5.2296E-6	2.2153E-5	1.3249E-7	6.0996E-8	2.2387E-8	02/28/23 1435	155.95	59.91	-6.4434E-10	2.2491E-10	1.2836E-8	1.1020E-5	1.1018E-5	1.0586E-6	1.0596E-6	3.7485E-6	3.8049E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183460	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	-1.4651E-6	-2.9108E-2	-1.1718E-5	-1.1721E-5	1.3249E-7	6.5370E-7	2.7600E-1	5.2340E-6	5.2296E-6	6.0996E-8	2.7692E-6	1.5555E+0	2.2145E-5	2.2153E-5	2.2387E-8	6	-6.4434E-10	2.2491E-10	1.2836E-8
Z42A	600	-1.6909E-6	-5.5634E-7	3.5578E-7	0.00	90.00	0.00	0.00	198.21	11.30	1.8152E-6	-1.6909E-5	-5.5634E-6	3.5578E-6	1.3236E-7	3.7848E-8	2.1047E-8	02/28/23 1435	198.21	11.30	-1.0526E-9	3.6741E-10	2.0969E-8	1.1020E-5	1.1018E-5	1.0586E-6	1.0596E-6	3.7485E-6	3.8049E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183461	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	-1.6909E-6	-2.4530E-1	-1.6889E-5	-1.6909E-5	1.3236E-7	-5.5634E-7	-1.9728E-1	-5.5567E-6	-5.5634E-6	3.7848E-8	3.5578E-7	4.3896E-1	3.5549E-6	3.5578E-6	2.1047E-8	6	-1.0526E-9	3.6741E-10	2.0969E-8
Z50A	600	6.6321E-8	-9.9761E-8	-3.4749E-7	0.00	90.00	0.00	0.00	303.62	-70.98	3.6756E-7	6.6321E-7	-9.9761E-7	-3.4749E-6	1.9917E-9	5.9026E-9	2.3004E-7	02/28/23 1435	303.62	-70.98	-1.4607E-9	5.0984E-10	2.9098E-8	1.1020E-5	1.1018E-5	1.0586E-6	1.0596E-6	3.7485E-6	3.8049E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183462	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	6.6321E-8	4.8862E-1	6.6617E-7	6.6321E-7	1.9917E-9	-9.9761E-8	2.8133E-3	-9.9469E-7	-9.9761E-7	5.9026E-9	-3.4749E-7	1.7625E-2	-3.4603E-6	-3.4749E-6	2.3004E-7	6	-1.4607E-9	5.0984E-10	2.9098E-8
Z34A1	600	-6.5553E-7	-5.9699E-7	4.6292E-8	0.00	90.00	0.00	0.00	222.32	2.99	8.8784E-7	-6.5553E-6	-5.9699E-6	4.6292E-7	4.4485E-8	4.1889E-8	1.0055E-9	02/28/23 1435	222.32	2.99	-1.8691E-9	6.5241E-10	3.7235E-8	1.1020E-5	1.1018E-5	1.0586E-6	1.0596E-6	3.7485E-6	3.8049E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183463	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	-6.5553E-7	1.8700E-1	-6.5485E-6	-6.5553E-6	4.4485E-8	-5.9699E-7	-2.1517E-1	-5.9648E-6	-5.9699E-6	4.1889E-8	4.6292E-8	2.5416E-1	4.7805E-7	4.6292E-7	1.0055E-9	6	-1.8691E-9	6.5241E-10	3.7235E-8
Z6-Ps-0,5m1	800	-1.1696E-6	2.5883E-7	1.9870E-6	0.00	90.00	0.00	0.00	167.52	58.92	2.3202E-6	-9.3569E-6	2.0706E-6	1.5896E-5	9.5403E-8	1.8855E-8	6.5043E-8	02/28/23 1435	167.52	58.92	-5.6269E-10	5.5364E-10	1.2653E-8	4.8231E-6	4.8206E-6	1.3515E-6	1.3540E-6	3.8776E-6	3.9332E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183461	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	-1.1696E-6	-1.8932E-1	-9.3538E-6	-9.3569E-6	9.5403E-8	2.5883E-7	1.5021E-1	2.0754E-6	2.0706E-6	1.8855E-8	1.9870E-6	1.1875E+0	1.5888E-5	1.5896E-5	6.5043E-8	6	-5.6269E-10	5.5364E-10	1.2653E-8
Z42A	800	-9.1140E-7	-4.6473E-7	2.8866E-7	0.00	90.00	0.00	0.00	207.02	15.76	1.0630E-6	-9.1140E-6	-4.6473E-6	2.8866E-6	6.8377E-8	3.1236E-8	1.3824E-8	02/28/23 1435	207.02	15.76	-9.1911E-10	9.0434E-10	2.0669E-8	4.8231E-6	4.8206E-6	1.3515E-6	1.3540E-6	3.8776E-6	3.9332E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183462	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	-9.1140E-7	-1.7847E-1	-9.0944E-6	-9.1140E-6	6.8377E-8	-4.6473E-7	-1.4433E-1	-4.6401E-6	-4.6473E-6	3.1236E-8	2.8866E-7	4.0646E-1	2.8834E-6	2.8866E-6	1.3824E-8	6	-9.1911E-10	9.0434E-10	2.0669E-8
Z50A	800	3.7710E-7	8.4043E-8	-2.6199E-7	0.00	90.00	0.00	0.00	12.56	-34.14	4.6680E-7	3.7710E-6	8.4043E-7	-2.6199E-6	2.1950E-8	7.2500E-9	1.4564E-8	02/28/23 1435	12.56	-34.14	-1.2754E-9	1.2549E-9	2.8680E-8	4.8231E-6	4.8206E-6	1.3515E-6	1.3540E-6	3.8776E-6	3.9332E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183463	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	3.7710E-7	3.5951E-1	3.7741E-6	3.7710E-6	2.1950E-8	8.4043E-8	9.6202E-2	8.4409E-7	8.4043E-7	7.2500E-9	-2.6199E-7	7.6778E-2	-2.6058E-6	-2.6199E-6	1.4564E-8	6	-1.2754E-9	1.2549E-9	2.8680E-8
Z34A1	800	-4.5863E-7	-4.7940E-7	5.8464E-8	0.00	90.00	0.00	0.00	226.27	5.04	6.6602E-7	-4.5863E-6	-4.7940E-6	5.8464E-7	3.1027E-8	3.4266E-8	1.3320E-9	02/28/23 1435	226.27	5.04	-1.6318E-9	1.6055E-9	3.6694E-8	4.8231E-6	4.8206E-6	1.3515E-6	1.3540E-6	3.8776E-6	3.9332E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183464	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	-4.5863E-7	1.0288E-2	-4.5793E-6	-4.5863E-6	3.1027E-8	-4.7940E-7	-1.5082E-1	-4.7879E-6	-4.7940E-6	3.4266E-8	5.8464E-8	2.6927E-1	5.9923E-7	5.8464E-7	1.3320E-9	6	-1.6318E-9	1.6055E-9	3.6694E-8
Z6-Ps-0,5m1	1000	-1.0911E-6	1.2070E-6	1.5220E-6	0.00	90.00	0.00	0.00	132.11	43.09	2.2279E-6	-8.7286E-6	9.6560E-6	1.2176E-5	9.2197E-8	8.3279E-8	9.1153E-8	02/28/23 1435	132.11	43.09	-7.0795E-10	6.9210E-10	1.1372E-9	5.8223E-6	5.8192E-6	-7.4655E-7	-7.4351E-7	3.9258E-6	3.9308E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183462	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	-1.0911E-6	-1.2130E-1	-8.7257E-6	-8.7286E-6	9.2197E-8	1.2070E-6	3.9101E-1	9.6609E-6	9.6560E-6	8.3279E-8	1.5220E-6	9.6599E-1	1.2156E-5	1.2176E-5	9.1153E-8	6	-7.0795E-10	6.9210E-10	1.1372E-9
Z42A	1000	-1.2246E-6	5.0784E-7	4.0420E-7	0.00	90.00	0.00	0.00	157.48	16.96	1.3860E-6	-1.2246E-5	5.0784E-6	4.0420E-6	9.3951E-8	5.0105E-8	2.1925E-8	02/28/23 1435	157.48	16.96	-1.1564E-9	1.1305E-9	1.8575E-9	5.8223E-6	5.8192E-6	-7.4655E-7	-7.4351E-7	3.9258E-6	3.9308E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183463	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	-1.2246E-6	-2.6767E-1	-1.2227E-5	-1.2246E-5	9.3951E-8	5.0784E-7	1.9035E-1	5.0858E-6	5.0784E-6	5.0105E-8	4.0420E-7	4.7734E-1	4.0200E-6	4.0420E-6	2.1925E-8	6	-1.1564E-9	1.1305E-9	1.8575E-9
Z50A	1000	-1.1056E-7	4.7208E-7	5.5741E-8	0.00	90.00	0.00	0.00	103.18	6.56	4.8805E-7	-1.1056E-6	4.7208E-6	5.5741E-7	1.0612E-8	3.5399E-8	3.3170E-9	02/28/23 1435	103.18	6.56	-1.6047E-9	1.5688E-9	2.5777E-9	5.8223E-6	5.8192E-6	-7.4655E-7	-7.4351E-7	3.9258E-6	3.9308E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183464	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	-1.1056E-7	1.9738E-1	-1.1028E-6	-1.1056E-6	1.0612E-8	4.7208E-7	1.7452E-1	4.7248E-6	4.7208E-6	3.5399E-8	5.5741E-8	2.6866E-1	5.4551E-7	5.5741E-7	3.3170E-9	6	-1.6047E-9	1.5688E-9	2.5777E-9
Z34A1	1000	-3.8483E-7	9.0299E-8	-9.2206E-8	0.00	90.00	0.00	0.00	166.79	-13.13	4.0589E-7	-3.8483E-6	9.0299E-7	-9.2206E-7	2.3639E-8	1.0160E-8	7.7361E-9	02/28/23 1435	166.79	-13.13	-2.0533E-9	2.0074E-9	3.2983E-9	5.8223E-6	5.8192E-6	-7.4655E-7	-7.4351E-7	3.9258E-6	3.9308E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183465	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	-3.8483E-7	8.2873E-2	-3.8417E-6	-3.8483E-6	2.3639E-8	9.0299E-8	7.1800E-3	9.0949E-7	9.0299E-7	1.0160E-8	-9.2206E-8	1.7939E-1	-9.4086E-7	-9.2206E-7	7.7361E-9	6	-2.0533E-9	2.0074E-9	3.2983E-9
